file_path,category_id
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/DMV3_Open 5.wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Hat 3.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Hit 1.wav.wav,6
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Boomin Open Hat.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Boomin - Hat Closer #11.wav,5
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Hats [Dark Hats].wav,6
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Hi-Hat 9 [ yuh ].wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Openhats [Trap Ophat].wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Hat_Open_04.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Shawty Redd Hat.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/HiHat (Lies).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Boomin & Zaytoven Hats (6).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/HiHat (Metro).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MB Open Hat (8).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/YM Whippa Hi-hat.wav,5
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MetroBoomin Open Hat.wav.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Bad Guy Hit.wav,0
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Hi-hat 3.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/BOOMIN 90S HAT.wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Boomin - Hat Closer #15.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Hat.wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/YM Open Hat 1.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Hi-hat 4.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/BOOMIN LOW TIGHT OPEN HAT.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro HC4.wav,6
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/DRZAOpenHat3.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/free bricks 2 hat.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/YM Hi-hat 7.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MB Hi Hat (33).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Hat_Closed_01.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/OpHat (Coop).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Hat 1.wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MZ Open Hat [Metro].wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro HC8.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/LD Hat_2.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Hi-Hat (Nicki Minaj - Chun Swae).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/TAX - Savage Mode OH.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro HC1.wav,5
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/BWB OPEN HATS (4).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Hi-hat 5.wav,0
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Open-Hat - [Mafia].wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/HiHat (6ix).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/BWB WAV 7 HAT ROLL (15).wav,3
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro CL Hat 3.wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Boomin - Hat Closer #14.wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/SB6 Hihat (6).wav,6
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MB Hi Hat (31).wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/West MetroHihat (4).wav,5
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MB Hi Hat (32).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MB Hi Hat (14).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Hi-Hat (Drake - Jumpman).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/DMV3_Hi Hat 2.wav,5
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Wave Open Hat.wav,3
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/DMV3_Hi Hat 5.wav,5
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Hi Hat _Bad Guy_.wav,0
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/hihat 2 (On Time).wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Hi-Hat 7 [ shawty ].wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Open Hat 2.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MBHit 3.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Hi Hats (3).wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro OP Hat 2.wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/TM88H1HAT.wav.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MB Open Hat (5).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MB Hi Hat (28).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Lex Hi-Hat (4).wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/YM Lex Hi-hat.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/diamond rings of saturn - 171bpm_Metro Low Hihat.wav,5
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/NB - METRO OH 1.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Boomin - Hat Closer #16.wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/SMII - BLOOD HI-HAT - OPEN.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Boomin_Hi Hat.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/No Heart HiHat.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro_open.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Hi-Hat 11 [ stretch those hands ].wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/SB6 Hihat (1).wav,0
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/oh_metro_triangle.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Classic Metro Open Hat.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Lex Hat Open.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Classic Metro.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/SMII - GIN HI-HAT - CLOSED.wav,2
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/hi hat - metro.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/ClosedHat_Trap.wav,2
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MB Hi Hat (27).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Bad Hat.wav,0
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/open hat (Feel The Fiyaaaah).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MB Open Hat (2).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/BWB WAVE 5 HAT OPEN (2).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Boomin - Hat Open #01.wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/hihat (Raindrops).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Hats [see it Coming].wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Boomin - Hat Closer #06.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Open 2.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MB Hi Hat (11).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/YM Hi-hat 9.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Boomin & Zaytoven Hats (4).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/oh_metro_fat.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MetroBoominHiHat_3.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/hihat 2 (Walk Em Down).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Low Hihat.wav,2
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/OpenHat_Trap.wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/X Hat.wav,6
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/LAVISH - Metro.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Boomin - Hat Closer #01.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/OpHat (Mafia).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Hats [808 Hat].wav,0
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Boomin - Closed Hat 5.wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metrooo+.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/DMV3_Open 1.wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Mile High Hihat.wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Boomin - Hat Open #04.wav,5
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Hihat (Champion2).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Hayy.wav,3
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Hi-Hat 8 [ metro ].wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/hihat (Niagara Falls).wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Hi-Hat 5 [ hi hat ].wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Open Hat [ Metro ].wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MB Hihat (5).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/SB6 Hihat (5).wav,6
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MB Hi Hat (16).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/West MetroHihat (20).wav,5
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Open Hat (Metro 1).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Bright Open Hat.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Boomin - Hat Closer #04.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/boomin_hat.wav,2
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MB Hi Hat (24).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Hats [Chains].wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/BWB WAVE 5 HAT OPEN (17).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Low Hat.wav,3
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Boomin' Hi Hat.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Hat (Don't Come Out The House).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/YK - Metro HH (Hats)_3.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Closed Hat (3).wav,2
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/no heart hat from 21.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/BOOMIN CRASH DELAY.wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Open Hat (Metro 2).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/SMII - SLY HI-HAT - OPEN.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MB Hi Hat (10).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro OH2.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Openhat [High].wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/No Heart OH.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Boom Hat(5).wav,0
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Boomin - Closed Hat 1.wav,3
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/ClosedHat_Crystal.wav,2
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Boomin_ Hi Hat.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Openhats [Hard].wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro Hat 4.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MB Hi Hat (29).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Hihat [ Boominati ].wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Boomin - Hat Closer #10.wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Oh (Trap).wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/Metro h [HH].wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/BWB WAVE 3 HAT ROLL (16).wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/YCSizzleOpenTriangle.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/DMV3_Open 2.wav,1
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MetroBoominHatOpen_5.wav,4
./my_drum_kits/Fresh's Metro Boomin (Off The Rip) Drum Kit/Hats/MetroBoominHat.wav,1
